Survey_id,District_code,District_Name,Taluk_code,Taluk_Name,Hobli_code,Hobli_Name,Village_code,Village_Name,Year_code,Years,Season_code,Season,Cropname,Crop_Extent,CropSurveyDate,Month,Weekname,Latitude,Longtitude
10070027,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,0-13-0.00,17-08-2020,May,4th week,16.2651019,74.7715964
10070226,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,0-14-0.00,17-08-2020,May,4th week,16.2650932,74.7715217
10072077,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugar cane ratun-P,0-36-0.00,17-08-2020,February,3rd week,16.2706646,74.7694064
10072778,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-H,0-11-0.00,17-08-2020,February,3rd week,16.2697461,74.7692105
10073765,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,4-10-0.00,17-08-2020,June,3rd week,16.2682402,74.7693988
10074240,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugar cane ratun-P,1-17-0.00,17-08-2020,February,2nd week,16.2661027,74.7693596
10074864,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Maize-H,0-4-0.00,17-08-2020,June,2nd week,16.2634838,74.769462
10075091,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugar cane ratun-P,0-39-0.00,17-08-2020,March,3rd week,16.2638051,74.7694568
10083601,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,0-11-0.00,18-08-2020,February,2nd week,16.2688701,74.7699705
10084131,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,0-9-0.00,18-08-2020,May,2nd week,16.2702407,74.7704029
10084974,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,0-31-0.00,18-08-2020,January,2nd week,16.2704287,74.7705385
10086290,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,0-11-0.00,18-08-2020,February,2nd week,16.2693708,74.7692411
10086737,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Fallow,0-7-0.00,18-08-2020,NULL,NULL,16.2698165,74.7699624
10089043,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Maize-H,0-16-0.00,14-10-2020,June,1st week,16.2654305,74.7701975
10090874,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,0-29-0.00,18-08-2020,March,2nd week,16.2623129,74.7705059
10091294,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,0-30-0.00,18-08-2020,May,2nd week,16.2623488,74.7709872
10091519,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,0-32-0.00,18-08-2020,February,4th week,16.2622542,74.7708434
10093177,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-H,1-27-0.00,18-08-2020,January,3rd week,16.2624802,74.771289
10096794,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,1-5-0.00,18-08-2020,March,3rd week,16.2484448,74.8030878
10096794,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,1-5-0.00,18-08-2020,March,3rd week,16.2484447,74.8030878
10152642,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Cauliflower ,1-30-0.00,19-08-2020,June,4th week,16.2580232,74.7667979
10153554,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,0-35-0.00,19-08-2020,February,2nd week,16.2581548,74.7668571
10158870,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,3-5-0.00,19-08-2020,February,2nd week,16.2591383,74.7682092
10171864,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,0-18-0.00,19-08-2020,June,2nd week,16.2639662,74.7721426
10172454,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,0-9-0.00,19-08-2020,March,1st week,16.2639788,74.7721537
10172923,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,0-18-0.00,19-08-2020,June,1st week,16.264038,74.7721351
10192458,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Cabbage ,1-10-0.00,19-08-2020,May,3rd week,16.2687834,74.7732001
10192458,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,1-30-0.00,19-08-2020,January,1st week,16.2687788,74.7732015
10192458,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Cauliflower ,0-20-0.00,19-08-2020,May,2nd week,16.268785,74.7731889
10196102,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,0-33-0.00,19-08-2020,May,4th week,16.2652494,74.770933
10196633,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,0-17-0.00,19-08-2020,March,3rd week,16.2647813,74.7710461
10197428,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,0-17-0.00,19-08-2020,May,2nd week,16.2649058,74.7709923
10197866,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-H,0-19-0.00,19-08-2020,February,2nd week,16.2648296,74.7710134
10198180,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,0-18-0.00,19-08-2020,May,3rd week,16.2649817,74.7710625
10198542,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,0-5-0.00,19-08-2020,February,2nd week,16.2650113,74.7712475
10198969,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,0-19-0.00,19-08-2020,May,3rd week,16.2650259,74.7712495
10199774,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,0-10-0.00,19-08-2020,February,3rd week,16.2650444,74.7713412
10200334,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,0-10-0.00,19-08-2020,March,3rd week,16.2650599,74.771447
10200707,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,0-11-0.00,19-08-2020,December,2nd week,16.2650221,74.7713008
10201224,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,0-8-0.00,19-08-2020,May,4th week,16.2652801,74.7722079
10201841,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,0-8-0.00,19-08-2020,May,3rd week,16.265289,74.7722139
10202590,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,0-6-0.00,19-08-2020,May,2nd week,16.2653227,74.7723119
10203967,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,0-10-0.00,19-08-2020,February,2nd week,16.2653499,74.7724663
10204521,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,0-10-0.00,19-08-2020,May,2nd week,16.2653535,74.7724277
10205241,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,0-18-0.00,19-08-2020,February,2nd week,16.265347,74.7724325
10241295,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Maize-H,1-30-0.00,20-08-2020,June,2nd week,16.2615093,74.7669173
10241295,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Cauliflower ,0-30-0.00,20-08-2020,July,5th week,16.2617949,74.7669639
10241295,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,1-13-0.00,20-08-2020,April,2nd week,16.2618054,74.7669484
10242760,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Soyabean,4-0-0.00,20-08-2020,June,2nd week,16.2618958,74.7674687
10242760,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,3-25-0.00,20-08-2020,February,3rd week,16.2601575,74.7674441
10243920,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Cauliflower ,1-0-0.00,20-08-2020,June,4th week,16.257933,74.7680139
10243920,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-H,2-0-0.00,20-08-2020,March,2nd week,16.258305,74.7680299
10243920,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,4-5-0.00,20-08-2020,May,2nd week,16.2591694,74.7680797
10244458,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,1-23-0.00,20-08-2020,March,3rd week,16.2591181,74.7684568
10245984,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Brinjal,0-8-0.00,20-08-2020,June,3rd week,16.2579221,74.7689131
10245984,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,0-28-0.00,20-08-2020,May,5th week,16.2579341,74.7688751
10246867,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Bhendi/ Ladies Finger,0-10-0.00,20-08-2020,June,3rd week,16.2581039,74.7689859
10248834,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,0-9-8.00,20-08-2020,June,3rd week,16.2588936,74.7689518
10249191,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,0-36-0.00,20-08-2020,May,2nd week,16.2589104,74.7689467
10250002,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,0-39-0.00,20-08-2020,January,1st week,16.2594266,74.7689434
10250537,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,0-38-0.00,20-08-2020,May,2nd week,16.2600471,74.76874
10254774,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Maize-H,2-37-0.00,20-08-2020,June,1st week,16.2588313,74.7714975
10255990,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,2-18-0.00,20-08-2020,May,2nd week,16.2588638,74.771701
10256768,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,3-10-0.00,20-08-2020,May,2nd week,16.2584811,74.7716464
10258303,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Maize-H,1-20-0.00,20-08-2020,June,2nd week,16.2592629,74.771275
10261888,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,3-0-0.00,20-08-2020,April,2nd week,16.2597017,74.7709659
10261888,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,3-1-0.00,20-08-2020,May,2nd week,16.259755,74.7716692
10263133,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,0-35-0.00,20-08-2020,March,2nd week,16.2595525,74.7710588
10268244,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Cabbage ,1-20-0.00,20-08-2020,June,3rd week,16.2599007,74.7732113
10268244,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,2-20-0.00,20-08-2020,May,3rd week,16.2609025,74.7729432
10268244,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,2-0-0.00,20-08-2020,February,2nd week,16.2608818,74.7729449
10274673,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,2-20-0.00,20-08-2020,February,2nd week,16.2694394,74.771453
10274673,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Maize-H,1-10-0.00,20-08-2020,June,2nd week,16.2694533,74.7714486
10274673,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,4-22-0.00,20-08-2020,May,2nd week,16.2694223,74.7715142
10275844,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,1-6-0.00,20-08-2020,February,2nd week,16.269476,74.7722535
10280815,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Maize-H,1-25-0.00,20-08-2020,June,3rd week,16.2701439,74.7707663
10280815,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,0-23-0.00,20-08-2020,May,2nd week,16.2701085,74.770771
10280815,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,0-5-0.00,20-08-2020,March,3rd week,16.2701185,74.7707805
10285280,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,0-11-0.00,20-08-2020,May,3rd week,16.2694372,74.7708738
10286801,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,0-11-0.00,20-08-2020,May,2nd week,16.2694166,74.7708366
10288286,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,0-17-0.00,20-08-2020,February,2nd week,16.2693335,74.7711594
10288980,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Maize-H,2-3-0.00,20-08-2020,June,2nd week,16.2696598,74.7716329
10288980,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Maize-H,2-3-0.00,20-08-2020,June,2nd week,16.2696592,74.7716344
10290435,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,0-20-0.00,20-08-2020,May,2nd week,16.2694343,74.7723157
10291434,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,0-19-0.00,20-08-2020,May,3rd week,16.26944,74.7723077
10314515,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Maize-H,0-9-12.00,20-08-2020,June,3rd week,16.2680811,74.7766989
10319554,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,1-0-0.00,20-08-2020,April,3rd week,16.2662285,74.771037
10326218,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,1-11-0.00,20-08-2020,May,1st week,16.2678745,74.7721268
10328785,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,1-11-0.00,20-08-2020,March,2nd week,16.2675657,74.7766652
10330218,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,0-30-0.00,20-08-2020,May,3rd week,16.2684496,74.7766134
10330851,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Maize-H,0-32-0.00,20-08-2020,June,3rd week,16.2685569,74.7766131
10357955,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Maize-H,0-9-0.00,21-08-2020,June,3rd week,16.2666203,74.7752158
10359049,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Maize-H,0-7-0.00,21-08-2020,June,2nd week,16.2665554,74.7751642
10361027,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Maize-H,0-8-0.00,21-08-2020,June,1st week,16.2666186,74.7751917
10361991,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Maize-H,0-7-0.00,21-08-2020,June,4th week,16.2665179,74.7750392
10362375,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-H,0-7-0.00,21-08-2020,March,2nd week,16.2665181,74.7750441
10362938,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Maize-H,0-9-0.00,21-08-2020,June,3rd week,16.2665245,74.7750404
10365358,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Brinjal,0-15-0.00,21-08-2020,June,2nd week,16.2667558,74.7755752
10366283,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-H,0-20-0.00,21-08-2020,February,3rd week,16.2667788,74.7757719
10366996,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Maize-H,0-5-0.00,21-08-2020,June,3rd week,16.2667713,74.7757691
10367881,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-H,1-0-0.00,21-08-2020,May,3rd week,16.2668557,74.7762151
10370130,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Turmeric,0-30-0.00,21-08-2020,May,3rd week,16.2664251,74.7758327
10370130,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,1-0-0.00,21-08-2020,June,3rd week,16.2664417,74.775836
10378970,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-H,0-19-0.00,21-08-2020,December,2nd week,16.2703841,74.7777257
10378970,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Maize-H,1-0-0.00,21-08-2020,June,2nd week,16.2703846,74.7777249
10403660,1,Belagavi,4,Gokak,2,ARABHANVI,13,BADIGAVADA,118,2020-2021,1,Kharif,Sugarcane-P,1-0-0.00,21-08-2020,February,3rd week,16.2704184,74.7780582
